  PID   TT  STAT      TIME COMMAND
20900   ??  Ss     0:00.20 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
20969   ??  S      0:00.66 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
20973   ??  S      0:00.19 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
20980   ??  S      0:00.94 /Applications/TextEdit.app/Contents/MacOS/TextEdit
21111   ??  S      0:01.92 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
21112   ??  S      0:01.89 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
21113   ??  S      0:01.90 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
21115   ??  S      0:01.73 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
21120   ??  S      1:01.55 /Applications/Google Chrome.app/Contents/Versions/67.0.3396.99/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=renderer --field-trial-handle=17671011860150258481,15060809607046282090,131072 --service-pipe-token=FD7EAE7DA5392DF2E9F9FD35B22D65A6 --lang=en-US --metrics-client-id=bc53eaa7-a918-4659-b2a8-77efbe1b5884 --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=2 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --service-request-channel-token=FD7EAE7DA5392DF2E9F9FD35B22D65A6 --renderer-client-id=452 --v2-sandbox --fd_mapping=230
21123   ??  S      0:00.68 /Applications/Google Chrome.app/Contents/Versions/67.0.3396.99/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --field-trial-handle=17671011860150258481,15060809607046282090,131072 --lang=en-US --service-sandbox-type=cdm --metrics-client-id=bc53eaa7-a918-4659-b2a8-77efbe1b5884 --service-request-channel-token=F07130CE945FF33DAC151B1334351FC1 --v2-sandbox --fd_mapping=255
21126   ??  Ss     0:31.66 /usr/sbin/bluetoothaudiod
21202   ??  S      0:00.37 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
21278   ??  S      0:02.61 /Applications/Google Chrome.app/Contents/Versions/67.0.3396.99/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=renderer --field-trial-handle=17671011860150258481,15060809607046282090,131072 --service-pipe-token=400CA546E2EC123632F2EAD587605D5E --lang=en-US --metrics-client-id=bc53eaa7-a918-4659-b2a8-77efbe1b5884 --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=2 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --service-request-channel-token=400CA546E2EC123632F2EAD587605D5E --renderer-client-id=475 --v2-sandbox --fd_mapping=197
21281   ??  S      0:00.44 /Applications/Google Chrome.app/Contents/Versions/67.0.3396.99/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=renderer --field-trial-handle=17671011860150258481,15060809607046282090,131072 --service-pipe-token=B9FC64A255CB29A8B3423D9921781827 --lang=en-US --metrics-client-id=bc53eaa7-a918-4659-b2a8-77efbe1b5884 --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=2 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --service-request-channel-token=B9FC64A255CB29A8B3423D9921781827 --renderer-client-id=478 --v2-sandbox --fd_mapping=222
21282   ??  S      0:00.95 /Applications/Google Chrome.app/Contents/Versions/67.0.3396.99/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=renderer --field-trial-handle=17671011860150258481,15060809607046282090,131072 --service-pipe-token=9F4A2A00B7E1199501864C5C2F74A169 --lang=en-US --metrics-client-id=bc53eaa7-a918-4659-b2a8-77efbe1b5884 --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=2 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --service-request-channel-token=9F4A2A00B7E1199501864C5C2F74A169 --renderer-client-id=479 --v2-sandbox --fd_mapping=236
21283   ??  S      0:00.74 /Applications/Google Chrome.app/Contents/Versions/67.0.3396.99/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=renderer --field-trial-handle=17671011860150258481,15060809607046282090,131072 --service-pipe-token=57DBDCCE0AF5332A3BD46AB0F072EC2C --lang=en-US --metrics-client-id=bc53eaa7-a918-4659-b2a8-77efbe1b5884 --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=2 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --service-request-channel-token=57DBDCCE0AF5332A3BD46AB0F072EC2C --renderer-client-id=480 --v2-sandbox --fd_mapping=236
21284   ??  S      0:00.12 /Applications/Google Chrome.app/Contents/Versions/67.0.3396.99/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=renderer --field-trial-handle=17671011860150258481,15060809607046282090,131072 --service-pipe-token=72B0492F4D3E7616C186BBE21634956B --lang=en-US --metrics-client-id=bc53eaa7-a918-4659-b2a8-77efbe1b5884 --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=2 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --service-request-channel-token=72B0492F4D3E7616C186BBE21634956B --renderer-client-id=481 --v2-sandbox --fd_mapping=240
21296   ??  Ss     0:00.05 /System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd
21090 s000  Ss     0:00.03 login -pfl rory /bin/bash -c exec -la bash /bin/bash
21091 s000  S+     0:00.07 -bash
21204 s001  Ss     0:00.02 login -pfl rory /bin/bash -c exec -la bash /bin/bash
21205 s001  S      0:00.16 -bash
21254 s001  S      0:00.07 login
21255 s001  S      0:00.04 -bash
21298 s001  R+     0:00.01 ps ax
